"행정구역","2019년01월_남_총인구수","2019년01월_남_연령구간인구수","2019년01월_남_0~9세","2019년01월_남_10~19세","2019년01월_남_20~29세","2019년01월_남_30~39세","2019년01월_남_40~49세","2019년01월_남_50~59세","2019년01월_남_60~69세","2019년01월_남_70~79세","2019년01월_남_80~89세","2019년01월_남_90~99세","2019년01월_남_100세 이상","2019년01월_여_총인구수","2019년01월_여_연령구간인구수","2019년01월_여_0~9세","2019년01월_여_10~19세","2019년01월_여_20~29세","2019년01월_여_30~39세","2019년01월_여_40~49세","2019년01월_여_50~59세","2019년01월_여_60~69세","2019년01월_여_70~79세","2019년01월_여_80~89세","2019년01월_여_90~99세","2019년01월_여_100세 이상"
"대전광역시 동구 판암2동(3011055200)","4,468","4,468","184","253","575","491","637","826","824","489","172","17","0","4,682","4,682","180","221","397","367","487","908","899","746","420","55","2"
"대전광역시 동구 용운동(3011056000)","8,682","8,682","569","882","1,495","1,036","1,346","1,562","1,070","530","170","21","1","8,404","8,404","521","835","1,209","884","1,313","1,502","1,157","635","302","43","3"
"대전광역시 동구 대동(3011058500)","7,400","7,400","764","722","982","1,080","1,168","1,169","837","490","170","16","2","7,306","7,306","662","679","863","989","1,097","1,192","882","600","296","37","9"
"대전광역시 동구 자양동(3011059000)","5,679","5,679","227","449","1,446","729","770","840","667","414","127","10","0","5,137","5,137","213","456","1,152","485","571","850","716","443","223","25","3"
"대전광역시 동구 가양1동(3011062000)","7,445","7,445","474","605","1,168","894","1,245","1,281","1,010","569","183","16","0","6,915","6,915","467","604","891","781","937","1,194","978","706","311","40","6"
"대전광역시 동구 가양2동(3011063000)","9,983","9,983","678","1,074","1,637","1,274","1,537","1,707","1,247","627","191","11","0","9,973","9,973","626","973","1,475","1,097","1,562","1,798","1,269","778","349","46","0"
"대전광역시 동구 용전동(3011064000)","10,717","10,717","717","869","1,978","1,803","1,774","1,759","1,103","529","171","14","0","10,044","10,044","654","840","1,755","1,421","1,508","1,674","1,221","654","270","45","2"
"대전광역시 동구 성남동(3011066500)","6,436","6,436","562","513","802","916","1,040","1,133","845","461","142","19","3","6,461","6,461","481","497","730","846","905","1,139","905","628","277","46","7"
"대전광역시 동구 홍도동(3011067000)","5,923","5,923","380","504","990","844","971","1,035","708","369","115","6","1","5,737","5,737","332","465","910","694","803","1,032","780","477","207","36","1"
"대전광역시 동구 삼성동(3011069500)","7,839","7,839","499","772","925","899","1,302","1,422","1,082","703","217","16","2","7,509","7,509","504","676","774","794","1,124","1,291","1,170","764","348","59","5"
"대전광역시 동구 대청동(3011072500)","1,383","1,383","40","101","123","119","191","287","278","159","77","8","0","1,253","1,253","47","83","102","72","137","214","223","194","163","16","2"
"대전광역시 동구 산내동(3011074000)","10,986","10,986","1,199","1,484","1,156","1,346","2,014","1,632","1,199","695","241","18","2","10,929","10,929","1,086","1,338","998","1,417","1,910","1,499","1,310","836","452","78","5"
"대전광역시 중구 (3014000000)","120,819","120,819","9,057","12,708","16,619","15,172","20,211","20,145","14,895","8,716","2,993","286","17","123,206","123,206","8,666","11,811","15,332","14,670","19,354","20,219","16,455","10,687","5,143","820","49"
"대전광역시 중구 은행선화동(3014053500)","9,058","9,058","522","608","1,414","1,509","1,616","1,534","1,124","529","174","26","2","8,576","8,576","563","600","1,515","1,262","1,288","1,330","1,039","632","291","53","3"
"대전광역시 중구 목동(3014055000)","7,311","7,311","855","1,262","853","812","1,587","1,044","501","272","116","8","1","7,904","7,904","841","1,260","841","1,054","1,725","961","627","385","171","37","2"
"대전광역시 중구 중촌동(3014056000)","6,905","6,905","500","734","988","838","1,186","1,199","838","455","150","17","0","7,337","7,337","462","663","854","829","1,167","1,264","1,085","615","342","53","3"
"대전광역시 중구 대흥동(3014057500)","6,904","6,904","581","637","1,017","1,071","1,138","1,039","794","444","159","23","1","7,088","7,088","521","532","1,155","1,078","990","1,022","881","586","269","50","4"
"대전광역시 중구 문창동(3014060500)","2,517","2,517","120","167","282","306","405","476","406","265","82","7","1","2,322","2,322","102","133","229","216","274","393","432","343","171","27","2"
"대전광역시 중구 석교동(3014062000)","8,347","8,347","405","711","1,094","1,031","1,235","1,520","1,288","828","217","18","0","8,064","8,064","385","679","874","754","1,057","1,557","1,382","907","404","60","5"
"대전광역시 중구 대사동(3014063000)","2,819","2,819","123","179","430","371","397","504","413","283","106","10","3","2,829","2,829","96","136","461","288","319","522","437","382","165","22","1"
"대전광역시 중구 부사동(3014064000)","3,602","3,602","199","296","463","403","550","665","541","347","124","12","2","3,596","3,596","173","269","415","355","466","690","598","393","197","38","2"
"대전광역시 중구 용두동(3014065500)","4,917","4,917","324","403","841","703","830","743","563","358","136","12","4","5,255","5,255","315","495","905","669","765","721","603","511","237","30","4"
"대전광역시 중구 오류동(3014067000)","4,962","4,962","367","451","735","653","749","803","600","389","198","17","0","5,527","5,527","345","434","767","699","817","858","708","542","299","57","1"
"대전광역시 중구 태평1동(3014068000)","6,951","6,951","754","913","825","888","1,310","1,044","690","396","123","8","0","7,224","7,224","693","900","774","977","1,342","1,017","770","499","224","28","0"
"대전광역시 중구 태평2동(3014069000)","13,319","13,319","1,171","1,847","1,721","1,370","2,264","2,150","1,497","940","325","34","0","14,166","14,166","1,114","1,676","1,508","1,528","2,516","2,265","1,820","1,085","558","90","6"
"대전광역시 중구 유천1동(3014070000)","3,576","3,576","192","240","475","527","588","644","560","251","94","5","0","3,204","3,204","183","167","373","436","423","635","532","320","115","18","2"
"대전광역시 중구 유천2동(3014071000)","7,037","7,037","484","625","960","905","1,054","1,160","987","627","218","16","1","7,176","7,176","468","517","919","834","957","1,232","1,158","709","317","60","5"
"대전광역시 중구 문화1동(3014072000)","11,458","11,458","1,159","1,591","1,476","1,339","2,006","1,710","1,123","743","284","25","2","12,170","12,170","1,114","1,501","1,438","1,545","2,180","1,772","1,268","896","392","61","3"
"대전광역시 중구 문화2동(3014073000)","6,591","6,591","387","700","980","787","1,016","1,188","851","491","176","15","0","6,873","6,873","382","623","737","670","1,097","1,278","967","682","390","45","2"
"대전광역시 중구 산성동(3014074000)","14,545","14,545","914","1,344","2,065","1,659","2,280","2,722","2,119","1,098","311","33","0","13,895","13,895","909","1,226","1,567","1,476","1,971","2,702","2,148","1,200","601","91","4"
"대전광역시 서구 (3017000000)","238,627","238,627","21,429","28,060","37,921","35,084","39,574","37,982","23,879","10,807","3,530","348","13","245,753","245,753","20,185","26,206","36,129","34,393","42,442","40,480","24,972","13,091","6,700","1,084","71"
"대전광역시 서구 복수동(3017051000)","10,161","10,161","1,060","1,539","1,260","1,168","1,989","1,523","959","528","119","16","0","10,499","10,499","1,073","1,445","1,267","1,295","2,051","1,491","1,038","523","271","42","3"
"대전광역시 서구 도마1동(3017052000)","7,968","7,968","391","642","1,366","988","1,111","1,400","1,215","637","200","17","1","7,719","7,719","380","588","1,115","754","956","1,473","1,308","747","340","55","3"
"대전광역시 서구 도마2동(3017053000)","9,674","9,674","546","857","1,525","1,176","1,455","1,641","1,455","745","252","22","0","9,453","9,453","496","763","1,220","972","1,269","1,789","1,636","848","388","68","4"
"대전광역시 서구 정림동(3017053500)","8,541","8,541","677","922","1,290","1,015","1,244","1,571","1,148","479","181","13","1","8,873","8,873","620","843","1,109","980","1,350","1,850","1,106","633","322","56","4"
"대전광역시 서구 변동(3017054000)","8,582","8,582","570","780","1,217","1,214","1,356","1,502","1,136","616","173","18","0","8,224","8,224","503","700","1,027","1,002","1,219","1,516","1,225","694","282","51","5"
"대전광역시 서구 용문동(3017055000)","7,026","7,026","467","415","1,305","1,360","990","1,064","844","423","147","10","1","7,681","7,681","427","400","1,504","1,236","1,009","1,222","998","578","278","27","2"
"대전광역시 서구 탄방동(3017055500)","12,814","12,814","893","1,360","2,393","2,126","2,196","2,093","1,110","462","167","14","0","13,626","13,626","821","1,217","2,622","2,254","2,336","2,285","1,142","579","326","39","5"
"대전광역시 서구 괴정동(3017056000)","9,715","9,715","792","773","1,962","2,010","1,510","1,253","866","401","136","12","0","10,144","10,144","716","790","2,202","1,803","1,471","1,488","938","493","201","40","2"
"대전광역시 서구 가장동(3017057000)","6,241","6,241","526","659","867","873","969","1,001","776","427","133","10","0","6,546","6,546","520","625","817","866","1,039","1,049","889","467","229","42","3"
"대전광역시 서구 내동(3017057500)","12,016","12,016","1,179","1,437","1,747","1,600","1,971","1,827","1,325","700","203","24","3","12,739","12,739","1,102","1,489","1,506","1,635","2,223","2,058","1,549","748","364","60","5"
"대전광역시 서구 갈마1동(3017058100)","11,210","11,210","758","1,063","2,129","2,006","1,647","1,692","1,245","524","135","9","2","10,910","10,910","646","936","1,979","1,589","1,657","1,945","1,312","556","244","40","6"
"대전광역시 서구 갈마2동(3017058200)","12,603","12,603","919","1,101","2,765","2,271","2,045","1,949","1,040","389","116","8","0","12,917","12,917","907","1,224","2,757","2,065","2,047","2,139","1,086","430","229","32","1"
"대전광역시 서구 월평1동(3017058600)","5,820","5,820","261","365","1,337","1,031","925","986","582","255","71","7","0","5,121","5,121","215","325","1,136","758","766","919","580","273","127","19","3"
"대전광역시 서구 월평2동(3017058700)","7,558","7,558","483","738","1,182","862","1,061","1,440","1,129","472","170","21","0","8,259","8,259","418","727","1,006","833","1,205","1,686","1,098","732","475","78","1"
"대전광역시 서구 월평3동(3017058800)","11,293","11,293","1,041","1,654","1,756","1,336","1,754","1,980","1,261","357","144","10","0","11,603","11,603","1,037","1,394","1,446","1,463","2,045","2,317","1,122","443","296","37","3"
"대전광역시 서구 가수원동(3017059000)","20,256","20,256","2,996","2,358","2,539","3,476","3,740","2,662","1,633","650","184","18","0","20,788","20,788","2,938","2,205","2,448","3,777","3,616","2,941","1,628","792","371","68","4"
"대전광역시 서구 관저1동(3017059600)","7,792","7,792","778","945","1,340","1,091","1,194","1,361","638","314","111","20","0","8,426","8,426","676","891","1,523","1,100","1,440","1,451","679","404","220","41","1"
"대전광역시 서구 관저2동(3017059700)","23,754","23,754","3,212","3,276","3,247","4,132","4,329","3,259","1,420","650","206","20","3","24,782","24,782","2,991","3,211","3,260","4,209","4,965","3,196","1,620","798","460","67","5"
"대전광역시 서구 기성동(3017060000)","2,040","2,040","73","97","186","197","279","405","400","267","114","20","2","1,935","1,935","65","89","136","133","180","339","337","338","248","68","2"
"대전광역시 서구 둔산1동(3017063000)","8,472","8,472","772","1,852","960","611","1,827","1,296","640","369","131","14","0","8,722","8,722","760","1,677","806","852","2,215","1,130","632","417","203","28","2"
"대전광역시 서구 둔산2동(3017064000)","18,277","18,277","1,815","2,682","2,840","2,567","3,196","3,095","1,458","440","163","21","0","19,351","19,351","1,749","2,406","2,882","2,897","3,942","3,149","1,343","616","320","44","3"
"대전광역시 서구 만년동(3017065000)","6,813","6,813","602","828","1,244","1,100","1,184","1,080","521","182","65","7","0","6,808","6,808","533","820","1,085","1,004","1,319","1,161","489","247","129","21","0"
"대전광역시 서구 둔산3동(3017066000)","10,001","10,001","618","1,717","1,464","874","1,602","1,902","1,078","520","209","17","0","10,627","10,627","592","1,441","1,276","916","2,122","1,886","1,217","735","377","61","4"
"대전광역시 유성구 (3020000000)","176,434","176,434","19,722","20,997","27,646","29,663","30,219","26,300","14,356","5,472","1,835","212","12","173,369","173,369","18,509","19,288","23,743","28,357","31,340","26,430","14,087","6,833","4,035","703","44"
"대전광역시 유성구 진잠동(3020052000)","18,268","18,268","1,839","1,990","2,597","2,520","3,179","3,119","1,903","850","249","19","3","17,770","17,770","1,750","1,789","2,151","2,395","3,053","3,138","1,835","962","595","94","8"
"대전광역시 유성구 온천1동(3020053000)","16,681","16,681","811","842","3,872","3,537","2,247","2,657","1,734","698","249","31","3","15,546","15,546","759","771","3,607","2,582","2,035","2,722","1,592","919","463","77","19"
"대전광역시 유성구 온천2동(3020054000)","20,939","20,939","1,885","1,881","4,685","3,571","2,906","3,045","1,976","720","240","29","1","19,530","19,530","1,899","1,673","3,308","3,192","2,879","3,297","1,882","834","468","93","5"
"대전광역시 유성구 노은1동(3020054600)","11,200","11,200","1,329","1,677","1,499","1,621","2,149","1,626","775","372","134","18","0","11,491","11,491","1,284","1,521","1,417","1,791","2,364","1,500","836","487","252","37","2"
"대전광역시 유성구 노은2동(3020054700)","12,479","12,479","1,466","1,867","1,642","1,716","2,406","1,924","861","417","164","15","1","12,828","12,828","1,319","1,834","1,542","1,805","2,653","1,810","940","553","315","57","0"
